birth_name,year,salary,WAR
['1996-10-10 || 김택형'],2016,"4,400",-0.521
['1996-10-10 || 김택형'],2018,"4,000",-0.129
['1996-10-10 || 김택형'],2019,"4,000",-0.146
['1996-10-10 || 김택형'],2020,"3,700",-0.735
['1996-10-10 || 김택형'],2021,"3,700",2.831
['1996-10-10 || 김택형'],2022,"12,500",0.521
['2002-05-08 || 이용준'],2021,"10,000",-0.128
['2002-05-08 || 이용준'],2022,"3,000",-0.49
['1999-07-02 || 허준혁'],2022,"3,000",-0.158
['1997-11-14 || 김성진'],2021,,-0.294
['1997-11-14 || 김성진'],2022,,-1
['1996-01-02 || 김재열'],2020,,-0.233
['1996-01-02 || 김재열'],2021,"2,700",0.385
['1996-01-02 || 김재열'],2022,"3,900",-0.377
['1994-11-24 || 배재준'],2018,"2,700",0.405
['1994-11-24 || 배재준'],2019,"2,700",-0.339
['1994-11-24 || 배재준'],2021,"5,700",0.303
['1994-11-24 || 배재준'],2022,"5,000",0.724
['1990-09-16 || 김재윤'],2015,"7,200",1.023
['1990-09-16 || 김재윤'],2016,"7,200",1.02
['1990-09-16 || 김재윤'],2017,"9,000",0.382
['1990-09-16 || 김재윤'],2018,"11,000",1.383
['1990-09-16 || 김재윤'],2019,"11,000",1.66
['1990-09-16 || 김재윤'],2020,"12,000",2.223
['1990-09-16 || 김재윤'],2021,"12,000",3.077
['1990-09-16 || 김재윤'],2022,"28,000",2.323
['1995-06-19 || 류희운'],2016,"2,700",-0.114
['1995-06-19 || 류희운'],2017,"3,000",-0.487
['1995-06-19 || 류희운'],2018,"4,000",0.675
['1995-06-19 || 류희운'],2019,"4,000",-0.349
['1995-06-19 || 류희운'],2020,"3,500",-0.163
['1995-06-19 || 류희운'],2022,"3,500",-0.215
['1993-06-14 || 김원중'],2015,"3,600",0.052
['1993-06-14 || 김원중'],2016,"3,600",-0.127
['1993-06-14 || 김원중'],2017,"3,000",0.849
['1993-06-14 || 김원중'],2018,"6,300",0.019
['1993-06-14 || 김원중'],2019,"6,300",-0.363
['1993-06-14 || 김원중'],2020,"10,000",1.614
['1993-06-14 || 김원중'],2021,"10,000",2.256
['1993-06-14 || 김원중'],2022,"28,000",0.795
['1992-08-10 || 주현상'],2015,"3,700",0.759
['1992-08-10 || 주현상'],2016,"3,700",-0.022
['1992-08-10 || 주현상'],2021,"3,300",1.041
['1992-08-10 || 주현상'],2022,"5,080",-0.471
['2003-06-22 || 노운현'],2022,,-0.34
['1994-02-12 || 박승주'],2017,"2,400",0.075
['1994-02-12 || 박승주'],2020,"2,400",-0.504
['1994-02-12 || 박승주'],2021,"2,400",0.059
['1994-02-12 || 박승주'],2022,"2,400",0.339
['1992-07-08 || 문경찬'],2015,"2,700",-0.49
['1992-07-08 || 문경찬'],2018,"3,100",0.965
['1992-07-08 || 문경찬'],2019,"3,100",2.886
['1992-07-08 || 문경찬'],2020,"3,100",0.149
['1992-07-08 || 문경찬'],2021,"11,500",0.13
['1992-07-08 || 문경찬'],2022,"9,000",0.091
['1995-10-03 || 김범수'],2015,"3,200",-0.037
['1995-10-03 || 김범수'],2016,"3,200",-0.04
['1995-10-03 || 김범수'],2017,"3,300",-0.485
['1995-10-03 || 김범수'],2018,"3,600",0.361
['1995-10-03 || 김범수'],2019,"3,600",-0.287
['1995-10-03 || 김범수'],2020,"6,500",0.653
['1995-10-03 || 김범수'],2021,"6,500",0.053
['1995-10-03 || 김범수'],2022,"9,680",0.66
['2003-10-11 || 박영현'],2022,"3,000",0.975
['1995-07-11 || 채지선'],2020,"2,800",0.459
['1995-07-11 || 채지선'],2021,"2,800",0.237
['1995-07-11 || 채지선'],2022,"4,000",0.225
['1996-01-29 || 박정수'],2015,"2,700",0.08
['1996-01-29 || 박정수'],2018,"3,300",-0.425
['1996-01-29 || 박정수'],2019,"3,300",-0.199
['1996-01-29 || 박정수'],2020,"3,300",0.49
['1996-01-29 || 박정수'],2021,"3,300",-0.497
['1996-01-29 || 박정수'],2022,"5,000",0.489
['1989-09-19 || 최동환'],2009,,-0.388
['1989-09-19 || 최동환'],2010,"2,900",0
['1989-09-19 || 최동환'],2014,"2,500",-0.054
['1989-09-19 || 최동환'],2015,"3,500",-0.125
['1989-09-19 || 최동환'],2016,"3,500",0.559
['1989-09-19 || 최동환'],2017,"6,000",0.064
['1989-09-19 || 최동환'],2018,"6,500",0.678
['1989-09-19 || 최동환'],2019,"6,500",-0.176
['1989-09-19 || 최동환'],2020,"7,000",1.283
['1989-09-19 || 최동환'],2021,"7,000",-0.164
['1989-09-19 || 최동환'],2022,"6,000",0.689
['2000-11-09 || 박주성'],2019,,-0.167
['2000-11-09 || 박주성'],2020,,0.032
['2000-11-09 || 박주성'],2021,,0.107
['2000-11-09 || 박주성'],2022,,-0.047
['1995-05-07 || 하영민'],2014,"2,400",0.472
['1995-05-07 || 하영민'],2015,"5,500",-0.045
['1995-05-07 || 하영민'],2016,"5,500",0.691
['1995-05-07 || 하영민'],2017,"6,000",0.98
['1995-05-07 || 하영민'],2018,"5,500",-0.321
['1995-05-07 || 하영민'],2022,"5,500",-0.153
['1988-02-20 || 김지용'],2010,,-0.052
['1988-02-20 || 김지용'],2015,"4,000",0.709
['1988-02-20 || 김지용'],2016,"4,000",1.919
['1988-02-20 || 김지용'],2017,"10,000",0.289
['1988-02-20 || 김지용'],2018,"9,000",0.352
['1988-02-20 || 김지용'],2020,"11,000",-0.143
['1988-02-20 || 김지용'],2021,"11,000",0.165
['1988-02-20 || 김지용'],2022,"6,000",-0.09
['1985-03-07 || 김진성'],2013,"3,300",0.202
['1985-03-07 || 김진성'],2014,"4,300",1.715
['1985-03-07 || 김진성'],2015,"15,000",0.865
['1985-03-07 || 김진성'],2016,"15,000",1.52
['1985-03-07 || 김진성'],2017,"18,000",2.559
['1985-03-07 || 김진성'],2018,"23,000",-0.263
['1985-03-07 || 김진성'],2019,"23,000",0.036
['1985-03-07 || 김진성'],2020,"16,000",1.457
['1985-03-07 || 김진성'],2021,"16,000",-1.07
['1985-03-07 || 김진성'],2022,"10,000",1.527
['1989-10-11 || 최성훈'],2012,,0.507
['1989-10-11 || 최성훈'],2013,"5,200",-0.019
['1989-10-11 || 최성훈'],2016,"3,500",-0.379
['1989-10-11 || 최성훈'],2017,"4,500",0.299
['1989-10-11 || 최성훈'],2018,"6,000",0.456
['1989-10-11 || 최성훈'],2020,"4,700",0.761
['1989-10-11 || 최성훈'],2021,"4,700",0.918
['1989-10-11 || 최성훈'],2022,"10,500",0.885
['1994-02-18 || 심재민'],2015,"4,700",0.03
['1994-02-18 || 심재민'],2016,"4,700",0.527
['1994-02-18 || 심재민'],2017,"5,700",1.105
['1994-02-18 || 심재민'],2018,"5,700",0.635
['1994-02-18 || 심재민'],2021,"8,000",1.165
['1994-02-18 || 심재민'],2022,"8,200",0.856
['1999-09-06 || 하준영'],2018,"2,700",-0.129
['1999-09-06 || 하준영'],2019,"2,700",0.185
['1999-09-06 || 하준영'],2022,"4,000",0.32
['2002-04-10 || 송승기'],2022,"3,000",0.021
['1999-03-27 || 정철원'],2022,,2.508
['2001-04-07 || 김태경'],2020,"2,700",0.068
['2001-04-07 || 김태경'],2021,"2,700",0.127
['2001-04-07 || 김태경'],2022,"3,300",1.263
['1990-07-10 || 강윤구'],2009,,0.621
['1990-07-10 || 강윤구'],2010,,-0.103
['1990-07-10 || 강윤구'],2011,"3,000",0.72
['1990-07-10 || 강윤구'],2012,"3,800",1.508
['1990-07-10 || 강윤구'],2013,"6,700",2.553
['1990-07-10 || 강윤구'],2014,"10,500",-0.739
['1990-07-10 || 강윤구'],2016,"10,500",-0.094
['1990-07-10 || 강윤구'],2017,"8,000",0.718
['1990-07-10 || 강윤구'],2018,"8,500",-0.107
['1990-07-10 || 강윤구'],2019,"8,500",0.44
['1990-07-10 || 강윤구'],2020,"15,500",-0.065
['1990-07-10 || 강윤구'],2021,"15,500",-0.329
['1990-07-10 || 강윤구'],2022,"7,300",-0.072
['1993-01-05 || 애플러'],2022,,1.332
['2001-11-21 || 한재승'],2022,"3,000",0.265
['1992-09-29 || 홍건희'],2011,,0.02
['1992-09-29 || 홍건희'],2015,"4,500",-0.122
['1992-09-29 || 홍건희'],2016,"4,500",1.521
['1992-09-29 || 홍건희'],2017,"9,000",0.023
['1992-09-29 || 홍건희'],2018,"8,000",-0.229
['1992-09-29 || 홍건희'],2019,"8,000",-1.1
['1992-09-29 || 홍건희'],2020,"8,000",0.926
['1992-09-29 || 홍건희'],2021,"5,300",2.915
['1992-09-29 || 홍건희'],2022,"25,000",1.093
['1998-12-17 || 이재홍'],2022,,-0.01
['2001-04-16 || 박주홍'],2020,,-0.188
['2001-04-16 || 박주홍'],2021,,-0.441
['2001-04-16 || 박주홍'],2022,,0.049
['1996-03-21 || 박정우'],2022,"3,500",-0.012
['1998-08-06 || 고우석'],2017,"2,700",0.394
['1998-08-06 || 고우석'],2018,"4,000",-0.005
['1998-08-06 || 고우석'],2019,"4,000",3.888
['1998-08-06 || 고우석'],2020,"22,000",0.649
['1998-08-06 || 고우석'],2021,"22,000",3.129
['1998-08-06 || 고우석'],2022,"27,000",3.682
['1999-03-18 || 전경원'],2022,"3,200",-0.023
['2002-04-04 || 조형우'],2022,"3,000",-0.073
['2003-06-14 || 김세민'],2022,"3,000",-0.067
['2001-06-05 || 박민'],2020,"2,700",-0.006
['2001-06-05 || 박민'],2021,"2,700",-0.127
['2001-06-05 || 박민'],2022,"3,500",-0.015
['1997-10-10 || 임석진'],2016,"2,700",-0.077
['1997-10-10 || 임석진'],2022,"2,700",-0.039
['1996-04-16 || 최민창'],2017,,-0.035
['1996-04-16 || 최민창'],2021,"3,100",-0.025
['1996-04-16 || 최민창'],2022,"3,200",-0.032
['1999-02-20 || 권민석'],2020,"2,700",-0.483
['1999-02-20 || 권민석'],2021,"2,700",-0.052
['1999-02-20 || 권민석'],2022,"3,300",-0.073
['1998-02-01 || 박정우'],2021,"2,800",-0.061
['1998-02-01 || 박정우'],2022,"3,500",-0.001
['2000-01-03 || 이명기'],2021,,-0.014
['2000-01-03 || 이명기'],2022,,-0.043
['1997-08-29 || 홍현빈'],2017,"2,700",-0.074
['1997-08-29 || 홍현빈'],2018,"2,900",0.12
['1997-08-29 || 홍현빈'],2020,"2,900",-0.294
['1997-08-29 || 홍현빈'],2021,"2,900",-0.22
['1997-08-29 || 홍현빈'],2022,"4,000",0.582
['1999-02-12 || 허관회'],2020,,0.034
['1999-02-12 || 허관회'],2021,"2,700",-0.278
['1999-02-12 || 허관회'],2022,"3,370",-0.07
['2002-04-25 || 오태양'],2021,"3,000",-0.024
['2002-04-25 || 오태양'],2022,"3,000",-0.06
['1992-01-03 || 김호은'],2020,"2,700",0.166
['1992-01-03 || 김호은'],2021,"2,700",-0.239
['1992-01-03 || 김호은'],2022,"4,000",-0.049
['2003-02-04 || 이재현'],2022,"3,000",-0.327
['1998-01-31 || 문상인'],2020,"2,800",-0.045
['1998-01-31 || 문상인'],2022,"3,200",-0.048
['1998-03-20 || 김수환'],2020,,-0.16
['1998-03-20 || 김수환'],2021,,-0.057
['1998-03-20 || 김수환'],2022,,-0.142
['1996-06-11 || 김민수'],2022,"3,000",-0.094
['2003-08-24 || 김영웅'],2022,"3,000",-0.089
['1999-01-20 || 석정우'],2022,,-0.058
['1999-08-06 || 조대현'],2022,"3,000",-0.092
['1998-07-16 || 김수윤'],2022,"3,000",-0.089
['1996-07-24 || 이시원'],2022,,-0.221
['2003-07-11 || 허인서'],2022,"3,000",-0.165
['2002-08-16 || 유준규'],2022,"3,000",-0.117
['1995-05-12 || 김규남'],2021,,-0.181
['1995-05-12 || 김규남'],2022,"3,000",-0.15
['1999-09-29 || 양승혁'],2022,,-0.162
['1993-03-18 || 김재현'],2015,"4,400",-0.246
['1993-03-18 || 김재현'],2016,"4,400",-0.367
['1993-03-18 || 김재현'],2017,"5,300",-0.416
['1993-03-18 || 김재현'],2018,"5,000",-0.443
['1993-03-18 || 김재현'],2020,"5,000",-0.075
['1993-03-18 || 김재현'],2021,"5,000",0.051
['1993-03-18 || 김재현'],2022,"5,000",-0.175
['1999-08-20 || 최상민'],2022,"3,000",-0.201
['2003-09-18 || 윤동희'],2022,"3,000",-0.204
['1995-04-03 || 이태훈'],2021,"2,700",-0.049
['1995-04-03 || 이태훈'],2022,"3,500",-0.122
['2001-10-31 || 김시앙'],2022,,-0.197
['1995-06-03 || 이호연'],2020,,-0.023
['1995-06-03 || 이호연'],2021,"2,700",-0.032
['1995-06-03 || 이호연'],2022,"3,000",-0.29
['1996-10-16 || 서호철'],2020,"3,000",-0.193
['1996-10-16 || 서호철'],2022,"3,000",0.208
['1993-02-17 || 크론'],2022,"60,000",-0.204
['1997-07-15 || 홍성호'],2022,"3,000",-0.272
['1993-08-14 || 안주형'],2017,"2,700",-0.338
['1993-08-14 || 안주형'],2018,"3,100",-0.179
['1993-08-14 || 안주형'],2021,"3,300",0.003
['1993-08-14 || 안주형'],2022,"3,300",-0.029
['1994-04-01 || 천재환'],2022,"3,000",-0.413
['1995-01-29 || 원혁재'],2022,"3,000",-0.358
['1999-06-24 || 윤정빈'],2022,"3,000",-0.163
['1994-05-22 || 루이즈'],2022,"60,000",-0.252
['1997-03-08 || 김규성'],2020,"2,900",-0.718
['1997-03-08 || 김규성'],2021,"2,900",-0.397
['1997-03-08 || 김규성'],2022,"4,300",-0.341
['1996-03-31 || 김태훈'],2015,"3,000",-0.378
['1996-03-31 || 김태훈'],2020,"2,900",-0.08
['1996-03-31 || 김태훈'],2021,"2,900",-0.444
['1996-03-31 || 김태훈'],2022,"4,100",-0.219
['2001-09-28 || 임종찬'],2020,,-0.438
['2001-09-28 || 임종찬'],2021,"2,700",-1.551
['2001-09-28 || 임종찬'],2022,"3,600",-0.134
['1999-03-31 || 이원석'],2019,"2,700",-0.102
['1999-03-31 || 이원석'],2021,"2,700",-1.019
['1999-03-31 || 이원석'],2022,"3,300",-0.468
['2002-07-05 || 이주형'],2021,,-0.042
['2002-07-05 || 이주형'],2022,,-0.278
['1994-10-05 || 이병규'],2022,,-0.266
['2003-01-10 || 정민규'],2021,"3,000",-0.305
['2003-01-10 || 정민규'],2022,"3,100",-0.351
['2000-09-02 || 박승규'],2019,,-0.022
['2000-09-02 || 박승규'],2020,"3,200",0.049
['2000-09-02 || 박승규'],2021,"3,200",0.171
['2000-09-02 || 박승규'],2022,"5,700",-0.018
['1995-04-27 || 배성근'],2019,,-0.338
['1995-04-27 || 배성근'],2020,"3,200",-0.155
['1995-04-27 || 배성근'],2021,"3,200",-0.327
['1995-04-27 || 배성근'],2022,"4,200",-0.41
['1996-10-24 || 최정용'],2016,"2,700",0.066
['1996-10-24 || 최정용'],2017,"2,700",-0.057
['1996-10-24 || 최정용'],2019,"2,700",-0.05
['1996-10-24 || 최정용'],2020,"3,600",-0.433
['1996-10-24 || 최정용'],2021,"3,600",-0.185
['1996-10-24 || 최정용'],2022,"3,800",-0.301
['2001-01-18 || 김한별'],2022,"3,000",-0.308
['2000-08-01 || 이해승'],2022,,-0.766
['1999-02-28 || 김석환'],2018,"2,800",-0.055
['1999-02-28 || 김석환'],2021,"2,800",-0.133
['1999-02-28 || 김석환'],2022,"3,100",-0.402
['2003-09-15 || 한태양'],2022,"3,000",-0.384
['1996-10-07 || 이도윤'],2018,"2,700",-0.025
['1996-10-07 || 이도윤'],2020,"2,700",-0.121
['1996-10-07 || 이도윤'],2021,"3,000",-0.377
['1996-10-07 || 이도윤'],2022,"3,400",-0.321
['1995-08-28 || 박대온'],2021,,-0.509
['1995-08-28 || 박대온'],2022,"4,000",-0.831
['2003-11-21 || 조세진'],2022,"3,000",-0.749
['2000-05-30 || 유로결'],2022,"3,300",-1.039
['1999-08-31 || 정보근'],2019,,-0.141
['1999-08-31 || 정보근'],2020,"2,900",-1.225
['1999-08-31 || 정보근'],2021,"2,900",0.018
['1999-08-31 || 정보근'],2022,"3,400",-1.115
['1991-03-26 || 페레즈'],2021,"30,000",0.779
['1989-06-10 || 알몬테'],2021,"52,500",0.42
['1992-01-10 || 힐리'],2021,"50,000",0.962
['1994-11-16 || 크레익'],2021,,-0.069
['2002-01-14 || 손성빈'],2021,"3,000",0.159
['2000-10-20 || 조한민'],2020,,-0.33
['2000-10-20 || 조한민'],2021,"3,400",0.146
['2001-02-16 || 김병휘'],2020,,0.004
['2001-02-16 || 김병휘'],2021,,-0.008
['1996-08-17 || 황경태'],2017,"2,700",0.001
['1996-08-17 || 황경태'],2018,"2,800",-0.21
['1996-08-17 || 황경태'],2021,"3,100",-0.014
['1998-10-12 || 최종은'],2021,"2,700",0.017
['1994-08-20 || 나원탁'],2017,"2,700",-0.087
['1994-08-20 || 나원탁'],2018,"2,800",-0.349
['1994-08-20 || 나원탁'],2021,"3,000",-0.059
['1994-08-20 || 나원탁'],2022,"3,100",-0.13
['2002-11-18 || 박성재'],2021,"3,000",0.004
['1992-10-02 || 서진용'],2015,"3,000",0.147
['1992-10-02 || 서진용'],2016,"3,000",0.336
['1992-10-02 || 서진용'],2017,"4,000",1.263
['1992-10-02 || 서진용'],2018,"6,000",0.111
['1992-10-02 || 서진용'],2019,"6,000",2.632
['1992-10-02 || 서진용'],2020,"20,000",1.09
['1992-10-02 || 서진용'],2021,"20,000",1.704
['1992-10-02 || 서진용'],2022,"18,500",1.297
['1991-09-16 || 고영표'],2015,"4,400",0.379
['1991-09-16 || 고영표'],2016,"4,400",0.47
['1991-09-16 || 고영표'],2017,"5,200",2.459
['1991-09-16 || 고영표'],2018,"11,500",1.802
['1991-09-16 || 고영표'],2021,"12,000",5.238
['1991-09-16 || 고영표'],2022,"30,000",4.497
['2002-05-20 || 오장한'],2021,"3,000",0.008
['1997-03-26 || 박관진'],2020,,-0.135
['1997-03-26 || 박관진'],2021,,-0.369
['1992-12-29 || 이창재'],2015,"4,400",-0.244
['1992-12-29 || 이창재'],2016,"4,400",0.621
['1992-12-29 || 이창재'],2020,"4,200",-0.009
['1992-12-29 || 이창재'],2021,"4,200",0.685
['1992-12-29 || 이창재'],2022,"6,700",-0.317
['1994-04-26 || 김성민'],2017,,0.894
['1994-04-26 || 김성민'],2018,"5,500",-0.081
['1994-04-26 || 김성민'],2019,"5,500",1.395
['1994-04-26 || 김성민'],2020,"5,500",-0.08
['1994-04-26 || 김성민'],2021,"5,500",0.948
['1998-12-06 || 장지훈'],2021,"3,000",1.109
['1998-12-06 || 장지훈'],2022,"10,500",0.864
['1994-05-02 || 김유영'],2014,"2,400",0.05
['1994-05-02 || 김유영'],2016,"2,800",-0.331
['1994-05-02 || 김유영'],2017,"3,400",1.09
['1994-05-02 || 김유영'],2020,"6,200",0.139
['1994-05-02 || 김유영'],2021,"6,200",-0.174
['1994-05-02 || 김유영'],2022,"4,800",0.015
['1994-04-09 || 윤대경'],2020,"2,800",2.2
['1994-04-09 || 윤대경'],2021,"2,800",1.504
['1994-04-09 || 윤대경'],2022,"9,730",-1.371
['1990-04-16 || 임정호'],2015,"7,700",0.99
['1990-04-16 || 임정호'],2016,"7,700",-0.027
['1990-04-16 || 임정호'],2017,"8,700",0.289
['1990-04-16 || 임정호'],2019,"8,700",0.08
['1990-04-16 || 임정호'],2020,"9,200",0.641
['1990-04-16 || 임정호'],2021,"9,200",0.268
['1990-04-16 || 임정호'],2022,"10,500",0.534
['1989-11-18 || 신재영'],2016,"2,700",5.077
['1989-11-18 || 신재영'],2017,"11,000",2.339
['1989-11-18 || 신재영'],2018,"14,000",-0.365
['1989-11-18 || 신재영'],2019,"14,000",0.367
['1989-11-18 || 신재영'],2020,"14,000",-0.301
['1989-11-18 || 신재영'],2021,"14,000",0.051
['1989-11-18 || 신재영'],2022,"4,000",-0.167
['1991-06-18 || 이인복'],2014,"2,400",-0.172
['1991-06-18 || 이인복'],2015,"2,900",-0.481
['1991-06-18 || 이인복'],2019,"2,900",-0.636
['1991-06-18 || 이인복'],2020,"3,000",0.972
['1991-06-18 || 이인복'],2021,"3,000",1.311
['1991-06-18 || 이인복'],2022,"8,500",1.586
['1996-04-16 || 이우석'],2018,"2,800",0.018
['1996-04-16 || 이우석'],2019,"2,800",-0.177
['1996-04-16 || 이우석'],2021,"2,800",0.059
['1996-04-16 || 이우석'],2022,"3,300",-0.223
['1997-04-03 || 강재민'],2020,,1.988
['1997-04-03 || 강재민'],2021,"2,700",3.118
['1997-04-03 || 강재민'],2022,"15,000",0.825
['1992-08-23 || 양현'],2011,,-0.027
['1992-08-23 || 양현'],2015,,0.024
['1992-08-23 || 양현'],2018,"3,000",1.01
['1992-08-23 || 양현'],2019,"3,000",1.196
['1992-08-23 || 양현'],2020,"3,000",1.773
['1992-08-23 || 양현'],2021,"3,000",0.006
['1992-08-23 || 양현'],2022,"3,000",0.039
['2001-08-23 || 정해영'],2020,"2,700",1.468
['2001-08-23 || 정해영'],2021,"2,700",3.785
['2001-08-23 || 정해영'],2022,"17,000",1.775
['1991-11-09 || 문성현'],2010,,0.508
['1991-11-09 || 문성현'],2011,"4,000",1.942
['1991-11-09 || 문성현'],2012,"7,000",0.859
['1991-11-09 || 문성현'],2013,"6,500",0.933
['1991-11-09 || 문성현'],2014,"8,500",0.825
['1991-11-09 || 문성현'],2015,"11,000",-0.492
['1991-11-09 || 문성현'],2018,"8,800",0.042
['1991-11-09 || 문성현'],2020,"8,800",0.299
['1991-11-09 || 문성현'],2021,"8,800",0.021
['1991-11-09 || 문성현'],2022,"8,800",1.227
['1989-03-23 || 이대은'],2019,,0.528
['1989-03-23 || 이대은'],2020,"10,000",-0.246
['1989-03-23 || 이대은'],2021,"5,000",0.544
['2000-05-29 || 이교훈'],2020,,-0.127
['2000-05-29 || 이교훈'],2021,"2,700",-0.21
['1995-02-04 || 문용익'],2021,,0.31
['1995-02-04 || 문용익'],2022,"4,500",0.474
['1999-05-07 || 김민규'],2018,"2,700",-0.072
['1999-05-07 || 김민규'],2019,"2,700",0.07
['1999-05-07 || 김민규'],2020,"2,900",0.643
['1999-05-07 || 김민규'],2021,"5,500",-0.228
['1999-12-08 || 김윤수'],2019,,0.082
['1999-12-08 || 김윤수'],2020,"3,700",0.821
['1999-12-08 || 김윤수'],2021,"3,700",-0.327
['1999-12-08 || 김윤수'],2022,"6,500",-0.64
['1998-03-16 || 나균안'],2021,"4,300",-0.22
['1998-03-16 || 나균안'],2022,"5,800",1.94
['1992-07-24 || 김민수'],2015,"3,200",0.121
['1992-07-24 || 김민수'],2016,"3,200",0.044
['1992-07-24 || 김민수'],2018,"3,200",-0.005
['1992-07-24 || 김민수'],2019,"3,200",0.449
['1992-07-24 || 김민수'],2020,"6,500",-0.663
['1992-07-24 || 김민수'],2021,"6,500",1.178
['1992-07-24 || 김민수'],2022,"11,500",4.014
['1998-08-31 || 김진수'],2021,"3,000",0.032
['1998-10-22 || 김재웅'],2020,,0.506
['1998-10-22 || 김재웅'],2021,,0.948
['1998-10-22 || 김재웅'],2022,,3.619
['1989-03-10 || 박시영'],2010,,-0.195
['1989-03-10 || 박시영'],2016,"2,700",0.757
['1989-03-10 || 박시영'],2017,"5,000",-0.127
['1989-03-10 || 박시영'],2018,"6,300",-0.36
['1989-03-10 || 박시영'],2019,"6,300",1.05
['1989-03-10 || 박시영'],2020,"7,900",-0.341
['1989-03-10 || 박시영'],2021,"7,900",1.231
['1989-03-10 || 박시영'],2022,"12,000",0.195
['2000-07-20 || 남호'],2020,,0.212
['2000-07-20 || 남호'],2021,"2,700",-0.114
['1997-03-26 || 이정용'],2020,"2,700",0.717
['1997-03-26 || 이정용'],2021,"2,700",1.876
['1997-03-26 || 이정용'],2022,"5,000",1.161
['2000-12-03 || 이상영'],2019,,-0.156
['2000-12-03 || 이상영'],2021,"3,100",0.289
['1989-07-16 || 임준섭'],2013,"2,500",0.206
['1989-07-16 || 임준섭'],2014,"6,000",1.057
['1989-07-16 || 임준섭'],2015,"6,000",0.19
['1989-07-16 || 임준섭'],2018,"6,000",0.162
['1989-07-16 || 임준섭'],2019,"6,000",0.172
['1989-07-16 || 임준섭'],2020,"8,800",-0.534
['1989-07-16 || 임준섭'],2021,"8,800",-0.684
['1989-07-16 || 임준섭'],2022,"4,000",0.107
['1998-09-30 || 김기탁'],2020,,-0.178
['1998-09-30 || 김기탁'],2021,"2,700",-0.205
['1989-11-18 || 류원석'],2020,"3,000",-0.578
['1989-11-18 || 류원석'],2021,"3,000",0.003
['2000-02-10 || 김영규'],2019,,0.182
['2000-02-10 || 김영규'],2020,"6,300",0.038
['2000-02-10 || 김영규'],2021,"6,300",0.322
['2000-02-10 || 김영규'],2022,"9,500",1.837
['1996-10-20 || 이상규'],2019,,0.012
['1996-10-20 || 이상규'],2020,"2,900",-0.202
['1996-10-20 || 이상규'],2021,"2,900",-0.103
['1998-03-10 || 박치국'],2017,"2,700",-0.197
['1998-03-10 || 박치국'],2018,"3,400",1.72
['1998-03-10 || 박치국'],2019,"3,400",0.359
['1998-03-10 || 박치국'],2020,"8,000",1.458
['1998-03-10 || 박치국'],2021,"8,000",0.338
['1998-03-10 || 박치국'],2022,"14,500",-0.099
['1999-02-04 || 신민혁'],2020,"2,700",0.055
['1999-02-04 || 신민혁'],2021,"2,700",2.646
['1999-02-04 || 신민혁'],2022,"12,000",0.483
['2002-05-10 || 장재영'],2021,,-0.546
['2002-05-10 || 장재영'],2022,,-0.166
['2002-06-20 || 송재영'],2021,"3,000",-0.928
['1985-03-31 || 오주원'],2004,,3.198
['1985-03-31 || 오주원'],2005,,0.057
['1985-03-31 || 오주원'],2006,,0.096
['1985-03-31 || 오주원'],2009,,0.805
['1985-03-31 || 오주원'],2010,,1.086
['1985-03-31 || 오주원'],2011,,0.782
['1985-03-31 || 오주원'],2012,,-0.104
['1985-03-31 || 오주원'],2013,,1.376
['1985-03-31 || 오주원'],2014,,0.251
['1985-03-31 || 오주원'],2015,,-0.429
['1985-03-31 || 오주원'],2016,"8,800",1.093
['1985-03-31 || 오주원'],2017,"12,000",1.027
['1985-03-31 || 오주원'],2018,"15,000",0.129
['1985-03-31 || 오주원'],2019,"15,000",1.602
['1985-03-31 || 오주원'],2020,"15,000",0.05
['1985-03-31 || 오주원'],2021,"15,000",-0.68
['1994-03-30 || 조현우'],2015,"2,800",0.027
['1994-03-30 || 조현우'],2019,"2,800",0.131
['1994-03-30 || 조현우'],2020,"3,000",1.792
['1994-03-30 || 조현우'],2021,"3,000",0.884
['1994-03-30 || 조현우'],2022,"9,500",0.024
['1993-05-17 || 윤정현'],2019,,-0.037
['1993-05-17 || 윤정현'],2020,,-0.855
['1993-05-17 || 윤정현'],2021,,0.436
['1993-05-17 || 윤정현'],2022,,-0.422
['1998-03-21 || 김태현'],2020,"2,700",-0.046
['1998-03-21 || 김태현'],2021,"2,700",-0.179
['1989-04-26 || 최금강'],2013,,0.624
['1989-04-26 || 최금강'],2014,"4,000",0.032
['1989-04-26 || 최금강'],2015,"9,200",1.812
['1989-04-26 || 최금강'],2016,"9,200",1.341
['1989-04-26 || 최금강'],2017,"14,000",-0.962
['1989-04-26 || 최금강'],2018,"12,500",-0.328
['1989-04-26 || 최금강'],2021,"10,000",0.405
['1989-07-15 || 홍성민'],2012,,0.665
['1989-07-15 || 홍성민'],2013,"5,000",1.027
['1989-07-15 || 홍성민'],2014,"6,000",0.354
['1989-07-15 || 홍성민'],2015,"12,000",1.912
['1989-07-15 || 홍성민'],2016,"12,000",0.559
['1989-07-15 || 홍성민'],2018,"12,000",-0.095
['1989-07-15 || 홍성민'],2019,"12,000",0.202
['1989-07-15 || 홍성민'],2020,"10,000",1.389
['1989-07-15 || 홍성민'],2021,"10,000",0.949
['1992-08-04 || 이우찬'],2016,,0
['1992-08-04 || 이우찬'],2018,"3,000",-0.271
['1992-08-04 || 이우찬'],2019,"3,000",0.162
